2023-12-05 09:23:50,NEGATIVE,-0.6,EMPATE,,DistilBERT
2023-12-05 09:24:34,NEGATIVE,-0.6,EMPATE,,DistilBERT
2023-12-05 09:46:54,NEGATIVE,-0.6,EMPATE,,DistilBERT
